Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
_DJSD,Dow Jones Spot Average,Commodity Indices,United States Dollar,United States,Index Number,Units,Stock,none,Daily From Jan 1950 To Jan 2009<BR>,"The DJ Futures Price Index was introduced on October 3, 1933 and remained the same until July 5, 1950 when the index was broadened and a spot index was introduced.  The new index consisted of wheat, corn, oats, rye, wool tops, cotton, cottonseed oil, coffee, sugar, cocoa, rubber and hides. Additional revisions came in April of 1974, 1980 and 1982. The index is computed as a equal-weighted average of relative price indexes with a base of December 31, 1974 = 100, the day gold trading resumed in the United States. Prior to 1982, the base was 1924/1926= 100. The index includes grain and oilseed (corn, soybeans, and wheat), food and fiber (coffee, cotton, #2, sugar #11 world), Metals (copper, gold, silver), livestock and meat (live cattle and hogs), and wood (lumber).   Prior to January 1982, the Dow Jones Spot Price Index was based entirely on agricultural commodities, but it was revised in 1982 to include wood, livestock and meats, and metals.  The old Spot Index data can be converted to the old base by multiplying the data by 2.867.",
Date,Ticker,Open,High,Low,Close,Volume,Openint,Period_Average
05/31/1968,_DJSD,56.8921,57.4186,56.8921,57.1492,0,,57.1842727272727
06/30/1968,_DJSD,56.9452,56.9452,55.6801,55.7209,0,,56.185505
07/31/1968,_DJSD,55.4638,56.0923,55.0027,55.9862,0,,55.5943909090909
08/31/1968,_DJSD,55.9821,56.2392,55.6597,56.1453,0,,55.9130772727273
09/30/1968,_DJSD,56.0433,57.4308,56.0433,56.3942,0,,56.7048
10/31/1968,_DJSD,56.3534,58.145,56.3045,57.9042,0,,57.0129391304348
11/30/1968,_DJSD,57.9246,58.9652,57.9246,58.4592,0,,58.4579105263158
12/31/1968,_DJSD,58.3041,59.3733,58.0429,58.9489,0,,58.9049761904762
01/31/1969,_DJSD,58.9489,59.2509,57.8919,58.7775,0,,58.6956954545454
02/28/1969,_DJSD,58.7816,58.7938,58.1613,58.5286,0,,58.5251368421053
03/31/1969,_DJSD,58.3735,58.8387,58.0919,58.2715,0,,58.41716
04/30/1969,_DJSD,58.5816,59.3978,58.4633,59.206,0,,59.0643380952381
05/31/1969,_DJSD,59.2223,59.7039,58.9693,59.3978,0,,59.3408619047619
06/30/1969,_DJSD,59.3856,59.6671,58.2347,58.2347,0,,59.0225523809524
07/31/1969,_DJSD,58.3041,58.6673,57.6512,57.9817,0,,58.3149904761905
08/31/1969,_DJSD,58.2837,58.8714,58.1939,58.447,0,,58.5839571428572
09/30/1969,_DJSD,58.4225,59.6835,58.3408,59.5814,0,,59.1113761904762
10/31/1969,_DJSD,59.5366,60.2834,59.3896,60.2834,0,,59.8218608695652
11/30/1969,_DJSD,60.569,60.5894,59.3325,59.3325,0,,59.9697684210526
12/31/1969,_DJSD,59.206,59.4264,58.8061,59.1325,0,,59.1350666666667
01/31/1970,_DJSD,59.3407,59.8304,59.1244,59.3529,0,,59.530235
02/28/1970,_DJSD,59.2713,59.2713,57.8226,57.8226,0,,58.5762631578947
03/31/1970,_DJSD,57.9776,58.3,57.7532,57.8838,0,,58.0100857142857
04/30/1970,_DJSD,57.9123,58.4265,57.9123,58.3776,0,,58.3013272727273
05/31/1970,_DJSD,58.1735,58.1735,57.6144,58.1123,0,,57.862965
06/30/1970,_DJSD,57.9409,58.0103,57.3573,57.5981,0,,57.6847409090909
07/31/1970,_DJSD,57.6144,58.6224,57.4553,58.5,0,,57.8171954545455
08/31/1970,_DJSD,58.3286,61.0587,58.3286,61.0587,0,,59.8789666666667
09/30/1970,_DJSD,60.6547,61.3036,59.5284,59.5284,0,,60.5490047619048
10/31/1970,_DJSD,59.3856,60.3446,59.3856,59.7365,0,,59.7354136363636
11/30/1970,_DJSD,59.6304,60.1242,58.9693,59.2182,0,,59.6295421052632
12/31/1970,_DJSD,59.4957,59.7528,59.1774,59.2019,0,,59.4545636363636
01/31/1971,_DJSD,59.3039,59.4876,59.0264,59.3896,0,,59.301285
02/28/1971,_DJSD,59.3733,59.6263,57.8756,57.9817,0,,58.9572842105263
03/31/1971,_DJSD,58.0266,58.0593,57.3247,57.3696,0,,57.6832869565217
04/30/1971,_DJSD,57.4675,58.5367,57.4675,58.1042,0,,58.0555619047619
05/31/1971,_DJSD,58.1654,58.9407,57.9899,58.9407,0,,58.441235
06/30/1971,_DJSD,58.802,59.4753,58.0919,58.0919,0,,58.8325954545454
07/31/1971,_DJSD,58.3776,58.4225,57.2635,57.288,0,,57.7086952380952
08/31/1971,_DJSD,57.4675,58.0185,57.4675,57.5002,0,,57.7086772727273
09/30/1971,_DJSD,57.4512,57.7083,56.3167,56.4555,0,,56.8307142857143
10/31/1971,_DJSD,56.333,56.9778,56.333,56.7003,0,,56.6699952380952
11/30/1971,_DJSD,56.6636,56.9656,56.1045,56.7901,0,,56.5689476190476
12/31/1971,_DJSD,57.0023,59.1774,57.0023,58.9081,0,,58.3453142857143
01/31/1972,_DJSD,59.1774,60.7649,59.1774,60.4262,0,,60.2507142857143
02/29/1972,_DJSD,60.4384,61.0506,60.4384,61.0343,0,,60.805525
03/31/1972,_DJSD,61.0343,63.2665,61.0343,63.1441,0,,62.3247590909091
04/30/1972,_DJSD,63.14,64.4051,63.14,64.4051,0,,63.730315
05/31/1972,_DJSD,64.5153,65.8212,64.2867,65.5437,0,,65.2385227272727
06/30/1972,_DJSD,65.3315,65.3315,63.393,63.6828,0,,64.1609772727273
07/31/1972,_DJSD,64.0623,66.4945,64.0623,66.066,0,,65.415525
08/31/1972,_DJSD,66.0579,68.4044,66.0579,68.1187,0,,67.7086869565217
09/30/1972,_DJSD,68.4166,69.3063,67.9392,69.3063,0,,68.510495
10/31/1972,_DJSD,69.1226,70.0816,68.7105,69.9103,0,,69.5915727272727
11/30/1972,_DJSD,70.0286,73.5953,70.0286,73.5953,0,,71.53691
